,complaint_id,date_received,district_occurrence,general_cap_classification,summary,incident_date,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
7678,19-0430,2019-09-03,600, LACK OF SERVICE,"According to the complainant, on 7-11-19, they were treated unprofessionally and did not receive proper service from an unknown detective assigned to Central Detective Division.",7-11-19,male,white,76.0,55883943.0,white,male,6200 CENTRAL DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
7680,19-0431,2019-09-16,1400, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 6-26-19 at 4:30 PM, they were falsely issued a ticket by unknown officers assigned to the 14th District.",6-26-19,male,black,31.0,,unreported,unreported,,No C.A.P. Investigation,Not Applicable,Not Applicable
7681,19-0432,2019-09-03,1400, HARASSMENT,"According to the complainant, on 8-14-19 at 9:57 PM, they were harassed by an officer assigned to the 14th district.",8-14-19,male,black,25.0,19128839.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7684,19-0433,2019-09-03,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-23-19, they are missing property and were falsely arrested by unknown officers within the confines of the 25th District.",1-23-19,male,black,54.0,62849962.0,black,male,7401 NARC FIELD UNIT,Investigation OnGoing,Pending,Pending
7686,19-0434,2019-09-03,3900, UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-29-19 at 1:00 PM, they were treated unprofessionally by an unknown supervisor within the confines of the 39th District.",8-29-19,female,black,26.0,,unreported,unreported,,Unprofessional Conduct,No Sustained Findings,Not Applicable
7687,19-0435,2019-09-03,100, VERBAL ABUSE,"According to the complainant, on 8-29-19 at 5:26 PM, they were verbally abused and did not receive proper service from an officer assigned to the 1st District",8-29-19,male,white,49.0,10313341.0,black,male,0100 01ST DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
7688,19-0436,2019-09-04,1200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-13-19, while in the confines of the 12th District, did not receive proper service and were treated unprofessionally by officers assigned to the 18th District.",8-13-19,female,white,42.0,11365968.0,black,male,1800 18TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
7692,19-0437,2019-09-04,3900, LACK OF SERVICE,"According to the complainant, on 8-28-19 at 12:30 AM, they did not receive proper service from officers assigned to the 39th District.",8-28-19,female,white,37.0,82759248.0,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7694,19-0439,2019-09-05,2500, LACK OF SERVICE,"According to the complainants, on 8-21-19, they were treated unprofessionally and did not receive proper service from a sergeant assigned to the 25th District.",8-21-19,male,unreported,,91294595.0,black,female,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7695,19-0440,2019-09-05,200, DEPARTMENTAL VIOLATIONS,"According to the complainants, on 4-19-19, a detective assigned to the Central Dective Division, misused the police departmental computer system and vandalized her property.",4-19-19,female,black,49.0,94309999.0,black,female,6400 NORTHEAST DET,Domestic,No Sustained Findings,Not Applicable
7697,19-0441,2019-09-09,300, LACK OF SERVICE,"According to the complainant, they did not receive proper service from an officer assigned to the 3rd District.",Unclear,female,unreported,43.0,44047548.0,latino,male,0300 03RD DISTRICT,Investigation OnGoing,Pending,Pending
7698,19-0442,2019-09-05,1500, LACK OF SERVICE,"According to the complainants, they did not receive proper service from unknown officers while in the confines of the 15th, 24th, and 25th Districts.",Unclear,female,white,28.0,93166734.0,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7718,19-0443,2019-09-05,300, PHYSICAL ABUSE,"According to the complainants, on 8-26-19 at 1:30 AM, they were physically abused and property was not returned by officers while in the confines of the 3rd District.",8-26-19,male,black,,31444169.0,white,male,0300 03RD DISTRICT,Investigation OnGoing,Pending,Pending
7719,19-0444,2019-09-10,1200, LACK OF SERVICE,"According to the complainant, on 8-6-19 at 10:19 PM, they did not receive proper service from 12th District officers.",8-6-19,male,black,49.0,,unreported,unreported,,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
7720,19-0445,2019-09-10,1600, UNPROFESSIONAL CONDUCT,"According to the complainant, on 6-12-19 at 9:50 PM, they were treated unprofessionally by officers while in the confines of the 16th District.",6-12-19,male,black,,77173730.0,latino,male,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
7722,19-0446,2019-09-10,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-1-19 at 4:44 PM, their property was not returned to them by an officer assigned to the 22nd District.",9-1-19,female,black,23.0,39556028.0,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
7724,19-0447,2019-09-11,600, VERBAL ABUSE,"According to the complainant, on 8-20-19 at 2:00 PM, they were verbally abused by an officer within the confines of the 6th District.",8-20-19,male,white,48.0,48269731.0,white,male,9815 EXTERNAL SERVICES,Verbal Abuse,No Sustained Findings,Not Applicable
7725,19-0448,2019-09-11,1700, VERBAL ABUSE,"According to the complainant, on 8-19-19 at 10:30 PM, they were verbally abused by an officer assigned to the 17th District.",8-19-19,male,black,47.0,42538129.0,white,male,1700 17TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
7726,19-0449,2019-09-10,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-6-19 at 4:00 PM, they did not receive proper service from unknown officers assigned to the 18th District.",9-6-19,female,black,39.0,63402883.0,latino,female,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
7732,19-0450,2019-09-10,1400, CRIMINAL ALLEGATION,"According to the complainant, on 9-8-19 at 6:00 PM, they were verbally abused, improperly stopped and searched by unknown officers assigned to the 14th District and are also missing money.",9-8-19,male,black,31.0,,unreported,unreported,,Criminal Allegation,No Sustained Findings,Not Applicable
7741,19-0451,2019-09-11,200, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-4-19 at 3:00 AM, they were stereotyped and legal documents falsified by an officer assigned to the 2nd District.",9-4-19,male,black,40.0,41863328.0,white,male,0200 02ND DISTRICT,Investigation OnGoing,Pending,Pending
7742,19-0452,2019-09-12,3500, DOMESTIC,"According to the complainant, on 8-31-19, they were physically abused by an off-duty officer assigned to the 25th District who also abused their police authority while in the confines of the 35th District.",8-31-19,male,black,43.0,78359567.0,black,female,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7744,19-0453,2019-09-11,3900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-9-19, they reported corruption they viewed on a YouTube video, in the confines of the 39th District.",9-9-19,male,unreported,,32632581.0,black,male,3900 39TH DISTRICT,Investigation OnGoing,Pending,Pending
7747,19-0454,2019-09-17,1900, LACK OF SERVICE,"According to the complainants, on 9-10-19 at 5:55 PM, they did not receive proper service from officers assigned to the 19th District.",9-10-19,male,black,40.0,84990674.0,black,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7757,19-0455,2019-09-16,100, DEPARTMENTAL VIOLATIONS,"According to the complainant, 9-6-19 at 11:00 PM, they were falsely arrested and did not receive proper service from a South Detective Division detective and unknown officers assigned to the 1st District.",9-6-19,male,black,,77019235.0,black,male,6100 SOUTH DETECTIVES,Investigation OnGoing,Pending,Pending
7758,19-0456,2019-09-11,1200, LACK OF SERVICE,"According to the complainant, on 7-24-19 at 4:14 PM, they did not receive proper service from a 12th District officer.",7-24-19,female,unreported,,61166822.0,white,male,1200 12TH DISTRICT,Investigation OnGoing,Pending,Pending
7759,19-0457,2019-09-13,7700, LACK OF SERVICE,"According to the complainant, on 01-10-18 at 10:00 AM, they did not receive proper service from an officer at the airport.",01-10-18,male,white,72.0,84804765.0,white,male,7400 I.D.S.I.,Investigation OnGoing,Pending,Pending
7760,19-0458,2019-09-17,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-9-19 at 1:30 AM, they did not receive proper service and were harassed by an officer assigned to the 15th District along with other unknown officers.",9-9-19,female,black,26.0,92106210.0,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7764,19-0459,2019-09-17,1400, PHYSICAL ABUSE,"According to the complainant, they were physically abused by officers assigned to the 14th District.",Unclear,male,black,28.0,26016580.0,white,male,1400 14TH DISTRICT,Investigation OnGoing,Pending,Pending
7765,19-0460,2019-09-17,1500, VERBAL ABUSE,"According to the complainant, on 9-11-19 at 4:32 PM, they were verbally abused by an off duty officer assigned to the Research and Planning Unit within the confines of the 15th District.",9-11-19,female,black,43.0,,unreported,unreported,,Verbal Abuse,No Sustained Findings,Not Applicable
7766,19-0461,2019-09-17,1200, PHYSICAL ABUSE,"According to the complainant, on 9-9-19 at 12:53 PM, they were physically abused by an officer assigned to the Criminal Intelligence Unit within the confines of the 12th District.",9-9-19,female,unreported,30.0,93254281.0,black,male,9828 CRIMINAL INTEL UNT,Physical Abuse,No Sustained Findings,Not Applicable
7770,19-0462,2019-09-17,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-12-19, their property was not returned by unknown officers while in the confines of the 25th District.",9-12-19,male,black,48.0,,unreported,unreported,,Investigation OnGoing,Pending,Pending
7771,19-0463,2019-09-17,3500, PHYSICAL ABUSE,"According to the complainants, on 9-11-19 at 10:40 PM, they were physically and verbally abused by officers assigned to the 35th District.",9-11-19,male,black,28.0,29180642.0,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7778,19-0464,2019-09-17,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-11-19 at 9:00 PM, they were improperly stopped and searched by officers assigned to the 26th District.",9-11-19,male,unreported,23.0,99513399.0,white,male,2600 26TH DISTRICT,Investigation OnGoing,Pending,Pending
7780,19-0465,2019-09-17,3500, PHYSICAL ABUSE,"According to the complainant, on 9-12-19 at 5:00 PM, they did not receive proper service and were treated unprofessionally by officers assigned to the 35th District, who also used excessive force when stopping a relative.",9-12-19,female,black,39.0,30769540.0,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
7787,19-0466,2019-09-16,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-6-19 at 9:24 PM, they were improperly ticketed and did not receive proper service from officers assigned to the 24th District.",9-6-19,male,black,28.0,36178933.0,black,female,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
7792,19-0467,2019-09-16,200, HARASSMENT,"According to the complainant, since 5-8-19, while in the confines of the 2nd District, they are being harassed by off-duty officers assigned to the 12th District.",5-8-19,male,white,57.0,23087350.0,latino,female,1200 12TH DISTRICT,Harassment,Sustained Finding,Pending
7798,19-0468,2019-09-17,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-4-19 at 10:45 PM, they were treated unprofessionally and verbally abused by an officer assigned to the 22nd District.",9-4-19,unreported,unreported,,10119020.0,black,female,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
7799,19-0469,2019-09-18,2500, LACK OF SERVICE,"According to the complainant, on 9-11-19 at 4:30 PM, they did not receive proper service from an officer assigned to the 25th District.",9-11-19,female,black,46.0,44679605.0,white,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7800,19-0470,2019-09-17,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-11-19 at 11:30 PM, they were physically abused and did not receive proper service from officers and a sergeant assigned to the 15th District.",9-11-19,female,white,35.0,22152139.0,white,male,1500 15TH DISTRICT,Investigation OnGoing,Pending,Pending
7803,19-0471,2019-09-18,300, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-14-19, they were racially profiled and treated unprofessionally by an officer from the 3rd District.",9-14-19,male,black,40.0,16688844.0,black,female,0300 03RD DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
7805,19-0472,2019-09-17,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-12-19 at 3:24 PM, they posted a video of social media showing an improper pedestrian investigation by an officer while in the confines of the 22nd District.",9-12-19,unreported,unreported,,31416704.0,white,female,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
7809,19-0473,2019-09-18,1400, LACK OF SERVICE,"According to the complainant, on 9-2-19 at 2:00 PM, they did not receive proper service from unknown 14th District officers.",9-2-19,female,black,48.0,85412103.0,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7811,19-0474,2019-09-18,1600, LACK OF SERVICE,"According to the complainant, on 9-15-19 at 9:00 PM, they did not receive proper service from unknown 16th District officers.",9-15-19,male,black,39.0,,unreported,unreported,,Investigation OnGoing,Pending,Pending
7812,19-0475,2019-09-20,2500, PHYSICAL ABUSE,"According to the complainant, on 9-5-19 at 8:05 PM, they were physically abused by officers assigned to the 24th and 25th Districts.",9-5-19,male,latino,23.0,11296960.0,white,male,2400 24TH DISTRICT,Investigation OnGoing,Pending,Pending
7814,19-0476,2019-09-19,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-26-18 at 10:00 AM, they were falsely arrested by detectives assigned to Central Detective Division.",4-26-18,male,black,29.0,92359582.0,white,male,6200 CENTRAL DETECTIVES,Departmental Violation,No Sustained Findings,Not Applicable
7816,19-0477,2019-09-19,3500, LACK OF SERVICE,"According to the complainant, in July of 2019, they did not receive proper service from a detective assigned to Northwest Detective Division.",Unclear,female,unreported,28.0,61750299.0,black,male,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
7817,19-0478,2019-09-19,2400, CRIMINAL ALLEGATION,"According to the complainant, on 9-14-19 at 6:00 PM, they discovered that personal property had been taken without their permission by unknown officers within the confines of the 24th District.",9-14-19,female,black,32.0,95981981.0,white,male,2400 24TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
7825,19-0479,2019-09-19,1800, PHYSICAL ABUSE,"According to the complainant, on 9-15-19 at 4:30 PM, they were physically abused by officers assigned to the 18th District.",9-15-19,male,black,30.0,22284833.0,black,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
7827,19-0480,2019-09-19,600, LACK OF SERVICE,"According to the complainant, on 9-11-19 at 11:39 PM, they did not receive proper service from a 911 police communications employee while in the confines of the 6th District.",9-11-19,female,unreported,,34053422.0,black,female,4923 RADIO ROOM 3,Lack of Service,No Sustained Findings,Not Applicable
7828,19-0481,2019-09-19,1900, PHYSICAL ABUSE,"According to the complainant, on 12-26-18 at 12:00 PM, they were physically abused by officers assigned to the 19th District.",12-26-18,female,black,51.0,37264692.0,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
7830,19-0482,2019-09-20,2500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-6-19 at 6:30 PM, they were treated unprofessionally by unknown officers within the confines of the 25th District.",9-6-19,female,black,,77535249.0,white,male,2400 24TH DISTRICT,Investigation OnGoing,Pending,Pending
7831,19-0483,2019-09-19,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-18-19 at 6:35 PM, unknown officers did not follow proper police procedure within the confines of the 39th District.",9-18-19,male,black,47.0,31483480.0,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7835,19-0484,2019-09-24,1900, LACK OF SERVICE,"According to the complainant, on 9-14-19 at 5:40 PM, they did not receive proper service from an officer assigned to the 19th District.",9-14-19,female,black,75.0,76910058.0,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7836,19-0485,2019-09-23,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-18-19 at 10:00 PM, their property was damaged by an officer assigned to the 14th District.",9-18-19,male,black,28.0,23622762.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7837,19-0486,2019-09-24,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-4-19 at 6:06 PM, an officer assigned to the 16th District, did not follow proper police procedure.",9-4-19,male,black,43.0,29348527.0,black,male,1600 16TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
7839,19-0487,2019-09-24,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-20-19 at 1:16 PM, they were treated unprofessionally by a police communications dispatcher within the confines of the 6th District.",9-20-19,female,unreported,,22560006.0,black,female,4922 RADIO ROOM 2,Unprofessional Conduct,No Sustained Findings,Not Applicable
7840,19-0488,2019-09-24,2200, LACK OF SERVICE,"According to the complainant, on 9-14-19 at 2:30 PM, they did not receive proper service from officers assigned to the 22nd District.",9-14-19,female,black,25.0,80472547.0,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
7844,19-0489,2019-09-24,900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-18-19 at 9:30 AM, their civil rights were violated and proper police procedures were not followed by a 9th District officer.",9-18-19,male,black,59.0,30250093.0,white,male,0900 09TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7846,19-0490,2019-09-25,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-23-19 at 2:25 PM, their property was taken by unknown officers and not returned while in the confines of the 24th District.",9-23-19,male,white,29.0,55333768.0,white,male,2400 24TH DISTRICT,Investigation OnGoing,Pending,Pending
7847,19-0491,2019-09-24,200, PHYSICAL ABUSE,"According to the complainant, on 9-24-19 at 5:15 AM, they were verbally abused and threatened by an unknown off-duty officer while in the confines of the 2nd District.",9-24-19,male,white,70.0,62778550.0,black,male,5200 TRAFFIC DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
7850,19-0492,2019-09-25,600, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-14-19 at 9:00 PM, they were verbally abused and treated unprofessionally by an officer while in the confines of the 6th District.",9-14-19,male,asian,33.0,21507379.0,black,male,5200 TRAFFIC DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
7851,19-0493,2019-09-25,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-27-19, their property is missing and was not returned by unknown officers within the confines of the 24th District.",8-27-19,male,black,50.0,,unreported,unreported,,Investigation OnGoing,Pending,Pending
7852,19-0494,2019-09-25,1500, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-7-19 at 8:35 AM, they were racially discriminated and did not receive proper service from an officer assigned to the 15th District.",9-7-19,female,white,43.0,80680944.0,latino,male,1500 15TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
7854,19-0495,2019-09-26,100, PHYSICAL ABUSE,"According to the complainant, on 8-27-19 at 12:35 AM, they were physically abused and racially profiled by officers assigned to the 1st District.",8-27-19,female,black,38.0,,unreported,unreported,,Investigation OnGoing,Pending,Pending
7855,19-0496,2019-09-27,1800, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 9-19-19, they were improperly stopped and received tickets from an officer assigned to the 19th District.",9-19-19,female,black,35.0,73713724.0,white,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
7856,19-0497,2019-09-30,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-26-19 at 12:51 PM, they were physically and verbally abused by officers assigned to the 19th District.",9-26-19,male,black,30.0,,unreported,unreported,,Investigation OnGoing,Pending,Pending
7857,19-0498,2019-10-01,1600, VERBAL ABUSE,"According to the complainant, on 9-22-19 at 12:30 PM, they were verbally abused and improperly stopped by an unknown officer within the confines of the 16th District.",9-22-19,male,black,48.0,,unreported,unreported,,Departmental Violation,No Sustained Findings,Not Applicable
7859,19-0499,2019-10-02,2200, LACK OF SERVICE,"According to the complainant, on 9-22-19 at 2:00 AM, they did not receive proper service from an officer assigned to the 22nd District.",9-22-19,female,black,23.0,13519117.0,white,female,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7860,19-0500,2019-10-01,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-24-19 at 11:55 AM, they are missing money and their property was damaged by an officer assigned to the Narcotics Field Unit within the confines of the 3rd District.",9-24-19,female,black,49.0,50108568.0,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
7866,19-0501,2019-10-01,2500, PHYSICAL ABUSE,"According to the complainant, on 9-29-19 at 2:23 AM, they were physically abused by unknown officers while in the confines of the 25th District.",9-29-19,male,latino,59.0,,unreported,unreported,,Physical Abuse,No Sustained Findings,Not Applicable
7867,19-0502,2019-10-02,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-24-19 at 6:09 PM, they were physically abused, improperly stopped and searched by officers assigned by 39th District.",9-24-19,male,black,42.0,87549116.0,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7876,19-0503,2019-10-02,7700, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-29-19 at 3:50 PM, their civil rights were violated and they were improperly issued a ticket by an officer assigned to the Airport District.",9-29-19,female,white,36.0,23668596.0,black,male,7700 AIRPORT,Civil Rights Complaint,No Sustained Findings,Not Applicable
7879,19-0504,2019-10-03,2200, LACK OF SERVICE,"According to the complainant, on 9-27-19 and 9-28-19, they did not receive proper service from unknown 911 dispatchers within the confines of the 22nd District.",9-27-19,female,latino,20.0,37864305.0,latino,male,4923 RADIO ROOM 3,Lack of Service,No Sustained Findings,Not Applicable
7885,19-0505,2019-10-03,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-12-19 at 4:40 PM, their property was damaged and not returned by officers assigned to the 16th District.",8-12-19,male,black,30.0,65048257.0,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
7890,19-0506,2019-10-04,1900, VERBAL ABUSE,"According to the complainant, on 10-2-19 at 4:00 PM, they were verbally abused by an officer assigned to the 19th District.",10-2-19,male,black,36.0,74887029.0,white,male,1900 19TH DISTRICT,Investigation OnGoing,Pending,Pending
7891,19-0507,2019-10-07,1900, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 10-2-19 at 7:40 PM, they were improperly issued a ticket by officers assigned to the 18th District.",10-2-19,male,black,29.0,85132295.0,white,male,1800 18TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
7893,19-0508,2019-10-04,600, PHYSICAL ABUSE,"According to the complainant, on 10-1-19 at 4:38 PM, they were improperly searched and physically abused by an officer assigned to the 6th District.",10-1-19,male,black,45.0,29431611.0,white,male,2600 26TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
7898,19-0509,2019-10-07,1200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-1-19 at 1:36 PM, they were treated unprofessionally and improperly ticketed by an officer assigned to the 12th District.",10-1-19,male,black,28.0,97381021.0,black,male,9807 SUMMER INITIATIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
7904,19-0510,2019-10-07,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-2-19 at 5:29 PM, their property was not returned to them and they were treated unprofessionally by an officer assigned to the 39th District.",10-2-19,female,black,26.0,77123090.0,black,female,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7907,19-0511,2019-10-09,1700, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 10-2-19, they allege that an officer assigned to the 19th District, committed fraud.",10-2-19,female,black,54.0,86917917.0,black,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
7908,19-0512,2019-10-09,1200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-6-19 at 5:00 PM, their property was taken unlawfully, and were treated unprofessionally by officers within the confines of the 12th District.",10-6-19,male,black,31.0,54806424.0,white,male,1600 16TH DISTRICT,Investigation OnGoing,Pending,Pending
7909,19-0513,2019-10-09,2500, LACK OF SERVICE,"According to the complainant, on 10-2-19 at 12:45 PM, they did not receive proper service from officers assigned to the 25th District.",10-2-19,female,white,36.0,15870363.0,latino,female,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7911,19-0514,2019-10-09,100, DEPARTMENTAL VIOLATIONS,"According to the complainant, an officer assigned to the Delaware Valley Intelligence Center violated departmental policies while in the confines of the 1st District.",Unclear,unreported,unreported,,48024598.0,white,female,7500 DVIC,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
7912,19-0515,2019-10-09,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-4-19 at 8:00 PM, they were improperly stopped/detained and improperly issued a citation while in the confines of the 22nd District.",10-4-19,male,white,40.0,97007829.0,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
7915,19-0516,2019-10-09,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-26-19 at 7:30 PM, they were improperly searched and detained by unknown officers within the confines of the 14th District.",9-26-19,male,black,39.0,98402063.0,white,male,1400 14TH DISTRICT,Investigation OnGoing,Pending,Pending
7918,19-0517,2019-10-10,800, VERBAL ABUSE,"According to the complainant, on 10-7-19 at 6:36 AM, they were verbally abused by an unknown off duty officer within the confines of the 8th District.",10-7-19,female,white,29.0,87412988.0,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Pending
7919,19-0518,2019-10-09,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-7-19, their property was taken by police and not returned while in the confines of the 24th District.",10-7-19,female,black,22.0,11800100.0,white,male,2500 25TH DISTRICT,Investigation OnGoing,Pending,Pending
7921,19-0519,2019-10-10,1600, UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-5-19 at 11:45 PM, they were improperly ticketed and treated unprofessionally by officers assigned to the 17th District.",10-5-19,male,black,54.0,33468400.0,latino,male,1700 17TH DISTRICT,Investigation OnGoing,Pending,Pending
7923,19-0520,2019-10-17,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 10-1-19 at 3:00 PM, they did not receive proper service from an officer assigned to the 2nd District.",10-1-19,male,black,33.0,46989480.0,latino,male,0200 02ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
7924,19-0521,2019-10-10,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-8-19 at 7:45 PM, they were harassed by officers assigned to the 16th District.",10-8-19,male,black,25.0,14563505.0,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
7929,19-0522,2019-10-10,1700, HARASSMENT,"According to the complainant, on 9-6-19 at 5:00 PM, their vehicle was improperly searched and they were harassed by officers assigned to the 17th District.",9-6-19,male,black,21.0,73557168.0,black,male,1700 17TH DISTRICT,Investigation OnGoing,Pending,Pending
7930,19-0523,2019-10-17,3900, PHYSICAL ABUSE,"According to the complainant, on 10-8-19 at approximately 4:00 PM, their property was damaged and they were physically abused by unknown officers within the confines of the 39th District.",10-8-19,female,black,40.0,28716642.0,white,female,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
7936,19-0524,2019-10-15,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-2-19, they were improperly stopped and their car was illegally searched by unknown officers within the confines of the 18th District.",10-2-19,male,black,37.0,,unreported,unreported,,Departmental Violation,No Sustained Findings,Not Applicable
7937,19-0525,2019-10-15,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-6-19 at 10:30AM, they did not receive proper service from unknown officers assigned to the 7th District.",10-6-19,female,white,34.0,57364694.0,black,male,0700 07TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7939,19-0526,2019-10-15,1600, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-20-19 at 5:30 PM, they were treated in a rude dismissive manner and did not receive proper service from an officer assigned to the 16th District.",9-20-19,male,black,36.0,34162599.0,black,female,1600 16TH DISTRICT,Investigation OnGoing,Pending,Pending
